ct,dose
1062.0,41.74
1075.0,46.617
1080.0,51.247
1078.0,54.919
1055.0,56.671
1041.0,57.937
1056.0,57.655
1053.0,58.091
1051.0,58.564
1074.0,58.458
1082.0,56.643
1060.0,52.298
1065.0,14.718
1044.0,21.748
970.0,32.128
921.0,40.779
626.0,45.138
218.0,45.431
981.0,45.22
868.0,46.194
514.0,47.788
117.0,48.989
45.0,50.009
97.0,52.048
104.0,53.862
354.0,53.54
1280.0,52.052
1596.0,50.643
1517.0,50.548
1331.0,50.816
413.0,50.0
35.0,47.2
52.0,45.311
430.0,44.149
989.0,43.257
1047.0,42.837
1053.0,43.28
1038.0,44.621
1025.0,47.254
1038.0,50.684
1040.0,54.133
1031.0,57.168
1043.0,58.979
1056.0,60.028
1082.0,59.806
1204.0,60.004
1474.0,60.82
1471.0,61.74
1210.0,60.38
1100.0,57.589
1082.0,53.563
1084.0,15.594
1096.0,23.327
1100.0,34.486
1093.0,45.224
1061.0,50.63
1066.0,52.178
1029.0,52.296
972.0,53.473
819.0,54.862
241.0,55.563
62.0,56.812
37.0,58.286
37.0,59.296
35.0,57.978
39.0,55.565
33.0,53.934
49.0,53.745
50.0,53.404
57.0,51.742
93.0,49.353
837.0,48.259
1451.0,49.487
979.0,50.297
228.0,50.747
19.0,51.538
34.0,52.763
38.0,54.613
192.0,56.594
911.0,58.644
1049.0,60.742
1050.0,62.359
1039.0,63.448
1021.0,63.459
1031.0,63.79
1039.0,64.334
1046.0,65.378
1059.0,64.487
1641.0,62.721
1978.0,59.975
2184.0,54.729
2338.0,17.354
2349.0,25.491
2179.0,37.918
1544.0,49.282
1239.0,55.38
1158.0,57.434
1114.0,58.315
1096.0,59.642
1067.0,61.089
1056.0,62.374
987.0,62.906
968.0,63.488
762.0,63.258
331.0,61.041
31.0,58.527
36.0,56.954
37.0,56.308
38.0,55.67
41.0,53.465
59.0,50.962
59.0,51.101
104.0,53.923
765.0,55.557
1414.0,56.742
1280.0,57.842
714.0,59.411
87.0,60.891
96.0,62.238
197.0,63.066
114.0,64.408
23.0,65.478
43.0,66.712
462.0,67.214
908.0,67.711
1033.0,68.247
1050.0,68.649
1052.0,67.829
1060.0,66.273
1062.0,64.118
1152.0,59.406
1640.0,51.548
1335.0,20.32
1213.0,29.906
1413.0,42.525
1509.0,53.494
1423.0,59.252
1496.0,61.37
1752.0,62.349
2270.0,64.081
2499.0,65.31
1714.0,66.32
1053.0,66.944
973.0,66.816
1000.0,65.546
751.0,62.921
180.0,59.882
42.0,58.498
34.0,58.431
38.0,57.873
32.0,55.896
42.0,53.884
43.0,54.326
61.0,57.436
377.0,59.336
1567.0,60.291
1720.0,61.799
1254.0,63.954
1076.0,65.391
1037.0,65.89
1024.0,66.141
1033.0,66.749
1047.0,68.067
1041.0,69.313
1021.0,69.857
938.0,69.884
727.0,69.913
538.0,69.969
796.0,69.188
1030.0,68.268
1031.0,66.352
1050.0,61.914
1051.0,54.396
1074.0,46.711
1418.0,23.93
1951.0,33.857
1741.0,45.618
1524.0,55.528
1488.0,60.85
1429.0,63.105
1597.0,64.542
1722.0,65.578
1781.0,67.003
2540.0,68.006
1964.0,68.485
1016.0,68.515
995.0,67.138
727.0,64.826
102.0,61.688
47.0,60.67
50.0,60.776
59.0,61.029
61.0,59.073
61.0,57.384
526.0,57.165
1498.0,60.57
1109.0,61.761
1014.0,63.04
1009.0,64.195
1018.0,65.971
1029.0,67.472
1023.0,67.938
1028.0,68.033
1024.0,68.63
1020.0,69.679
1014.0,70.92
1041.0,71.324
1061.0,71.205
1040.0,70.895
1047.0,70.323
1034.0,70.074
1030.0,69.426
1042.0,67.713
1028.0,63.572
1040.0,56.805
1095.0,50.152
1517.0,45.351
2396.0,26.02
2663.0,35.563
2600.0,46.45
2471.0,54.802
2543.0,60.373
2560.0,63.046
2018.0,64.881
1208.0,66.461
1001.0,67.306
941.0,68.155
782.0,68.553
396.0,68.942
4.0,68.089
57.0,66.696
53.0,64.417
43.0,63.591
49.0,64.14
134.0,64.125
1307.0,62.289
1230.0,60.167
992.0,60.006
983.0,62.643
962.0,64.656
933.0,64.869
917.0,66.143
925.0,67.314
947.0,68.432
965.0,68.821
978.0,68.732
994.0,69.427
987.0,70.875
991.0,72.418
997.0,72.458
1020.0,72.298
1040.0,71.533
1054.0,71.438
1056.0,71.28
1053.0,70.801
1052.0,69.399
1059.0,65.502
1077.0,59.044
1089.0,52.738
1073.0,48.715
1081.0,44.818
1076.0,26.938
1064.0,36.123
1014.0,46.476
994.0,54.216
997.0,59.484
778.0,62.685
605.0,65.098
70.0,66.693
9.0,67.232
83.0,68.479
67.0,68.649
71.0,69.181
63.0,69.06
332.0,68.327
1837.0,66.587
1210.0,66.705
986.0,67.302
952.0,66.837
927.0,64.653
921.0,62.645
951.0,62.556
984.0,65.443
817.0,66.909
515.0,67.215
215.0,67.34
102.0,68.497
239.0,69.206
471.0,69.304
783.0,69.41
979.0,70.068
1006.0,71.555
989.0,73.54
958.0,73.665
932.0,72.94
952.0,72.545
969.0,72.51
980.0,72.202
963.0,72.319
965.0,71.179
956.0,67.729
957.0,61.258
993.0,54.529
984.0,50.396
861.0,46.549
664.0,26.698
143.0,35.719
1122.0,45.749
1417.0,53.659
1654.0,59.149
1413.0,62.695
1385.0,65.26
1431.0,66.302
1070.0,67.505
993.0,68.156
941.0,69.005
913.0,69.392
974.0,68.973
968.0,68.703
572.0,67.502
76.0,67.955
10.0,68.779
2.0,68.64
5.0,66.59
3.0,64.586
4.0,65.236
7.0,67.704
95.0,69.082
272.0,69.372
546.0,69.061
625.0,69.671
694.0,69.845
696.0,70.133
752.0,69.631
805.0,70.439
697.0,71.72
548.0,73.491
672.0,73.918
225.0,73.146
30.0,73.118
13.0,72.844
1528.0,72.772
1714.0,72.69
1759.0,71.996
1951.0,69.224
1681.0,62.761
1109.0,55.838
1004.0,51.109
944.0,46.451
935.0,25.446
965.0,34.361
946.0,43.889
466.0,51.83
38.0,57.789
17.0,62.176
10.0,65.144
2.0,66.271
8.0,66.87
53.0,67.618
105.0,68.423
138.0,68.934
49.0,68.462
415.0,68.106
233.0,67.672
124.0,68.403
449.0,69.868
388.0,69.741
272.0,68.11
71.0,67.002
22.0,67.116
8.0,69.236
4.0,70.449
1609.0,70.383
1322.0,69.802
1138.0,69.961
1039.0,70.206
1005.0,69.831
961.0,69.644
957.0,70.187
1000.0,71.457
998.0,73.28
674.0,73.615
307.0,73.001
423.0,72.528
444.0,72.416
552.0,72.127
283.0,72.296
413.0,72.39
53.0,69.599
102.0,63.962
195.0,56.867
85.0,50.651
31.0,45.147
6.0,23.643
3.0,31.842
2.0,40.463
3.0,48.214
7.0,54.922
956.0,60.734
934.0,65.052
964.0,66.701
968.0,66.747
991.0,68.105
827.0,68.649
800.0,68.975
381.0,68.206
228.0,67.761
15.0,67.494
400.0,68.717
365.0,70.3
167.0,70.302
13.0,69.498
1.0,68.694
667.0,68.171
412.0,69.757
107.0,70.757
247.0,70.702
40.0,70.171
928.0,69.853
918.0,69.358
918.0,69.673
950.0,69.298
979.0,70.281
1012.0,71.489
932.0,73.411
457.0,73.141
66.0,72.701
547.0,72.424
551.0,72.403
241.0,72.144
13.0,71.788
1485.0,72.307
1108.0,70.345
1009.0,65.063
969.0,57.606
932.0,50.674
938.0,43.708
943.0,22.684
926.0,29.148
972.0,36.525
985.0,43.1
958.0,50.931
769.0,58.031
458.0,64.103
250.0,67.256
68.0,67.653
443.0,67.642
771.0,68.249
612.0,68.137
143.0,67.328
57.0,67.246
54.0,67.483
1319.0,69.474
1510.0,71.03
1458.0,70.932
1052.0,69.83
1058.0,68.695
1050.0,67.744
1041.0,69.058
1021.0,70.162
980.0,70.447
946.0,69.871
926.0,69.384
936.0,69.343
955.0,69.006
987.0,69.101
985.0,69.574
879.0,71.06
716.0,72.593
564.0,73.282
437.0,72.008
334.0,71.73
239.0,71.965
203.0,71.726
371.0,71.553
549.0,71.947
300.0,69.951
11.0,65.041
42.0,57.512
23.0,50.019
18.0,42.636
13.0,23.32
1504.0,28.251
1136.0,33.358
1070.0,39.006
1043.0,47.024
1045.0,55.198
1074.0,62.767
1095.0,66.632
1053.0,67.581
1002.0,67.306
1011.0,67.357
963.0,66.935
925.0,66.679
910.0,66.904
910.0,68.143
934.0,70.146
946.0,72.401
945.0,72.15
944.0,70.587
949.0,68.733
965.0,67.208
974.0,68.439
966.0,69.327
974.0,70.27
985.0,70.59
1003.0,70.706
1019.0,70.527
1017.0,70.681
892.0,70.385
647.0,70.815
549.0,71.864
88.0,73.499
19.0,73.637
1138.0,73.026
955.0,72.46
952.0,72.223
953.0,72.045
952.0,72.325
972.0,72.183
993.0,69.777
979.0,64.264
988.0,56.768
965.0,49.436
942.0,42.237
924.0,24.402
925.0,28.57
913.0,31.766
927.0,35.848
910.0,43.167
908.0,51.689
908.0,59.274
914.0,64.785
900.0,66.568
899.0,66.53
894.0,66.731
909.0,66.881
916.0,66.437
939.0,66.91
968.0,68.25
994.0,70.816
950.0,73.457
938.0,73.379
969.0,71.356
975.0,69.018
873.0,67.765
706.0,68.649
167.0,69.661
3.0,71.079
1967.0,71.473
1493.0,72.272
1042.0,72.593
975.0,72.636
966.0,72.111
984.0,72.383
998.0,73.24
974.0,73.773
977.0,73.806
955.0,74.047
930.0,73.284
940.0,72.872
929.0,73.034
933.0,73.255
930.0,72.467
918.0,68.903
922.0,63.062
926.0,55.611
935.0,48.236
953.0,41.023
964.0,27.335
1002.0,31.138
1034.0,32.163
1009.0,34.117
1009.0,40.161
1020.0,47.898
1013.0,55.983
994.0,62.454
1030.0,65.189
1085.0,66.226
1075.0,66.672
1005.0,66.767
1041.0,66.891
865.0,67.484
558.0,68.645
25.0,71.383
427.0,74.099
1385.0,73.668
2126.0,71.947
1913.0,70.209
1207.0,68.968
1085.0,70.162
1073.0,71.529
1082.0,72.703
1072.0,72.785
1036.0,73.018
991.0,73.303
935.0,73.346
911.0,72.617
928.0,72.661
927.0,73.005
924.0,73.656
936.0,73.958
987.0,74.026
1040.0,73.736
1049.0,73.323
1034.0,73.336
1030.0,73.799
1033.0,71.533
1072.0,67.148
1358.0,61.831
2110.0,54.919
2666.0,46.707
2724.0,29.178
2613.0,34.293
2350.0,33.952
2213.0,33.983
2328.0,38.594
2696.0,45.439
2147.0,52.784
1144.0,59.369
672.0,62.72
180.0,65.129
59.0,66.557
73.0,67.034
186.0,67.136
813.0,67.438
1611.0,69.057
2014.0,71.645
1674.0,74.233
1226.0,73.555
1059.0,72.467
1042.0,71.695
1012.0,71.001
1023.0,71.686
1036.0,72.947
1036.0,73.911
1052.0,73.869
1030.0,73.609
1014.0,73.331
992.0,73.455
1001.0,73.081
1016.0,72.958
1012.0,73.083
1042.0,73.541
1060.0,73.894
1481.0,73.953
2418.0,73.92
2332.0,73.364
1932.0,73.256
1511.0,72.822
1487.0,69.74
1545.0,63.791
1491.0,57.768
1421.0,50.874
1795.0,28.659
2546.0,33.964
2054.0,33.505
1113.0,32.516
732.0,36.629
120.0,42.729
2.0,49.523
40.0,54.9
53.0,59.372
67.0,63.303
88.0,66.103
735.0,67.153
1450.0,66.782
1469.0,67.213
1388.0,68.864
1300.0,71.722
606.0,73.975
202.0,73.824
441.0,73.097
566.0,72.094
272.0,71.858
343.0,73.011
418.0,73.968
352.0,73.934
444.0,72.849
499.0,72.194
405.0,71.523
260.0,72.15
357.0,72.085
974.0,72.345
1421.0,72.795
1534.0,73.132
1542.0,73.746
1703.0,73.761
1535.0,73.571
1663.0,73.012
1677.0,72.312
1706.0,70.205
2100.0,65.132
2141.0,57.793
1848.0,24.674
1288.0,28.997
1045.0,28.612
1033.0,28.468
791.0,32.945
202.0,39.542
41.0,45.92
37.0,51.279
46.0,56.102
56.0,61.4
228.0,65.245
1170.0,66.561
1562.0,66.425
1452.0,66.636
1335.0,68.649
1207.0,71.824
507.0,73.737
42.0,73.968
25.0,73.368
20.0,72.593
18.0,72.255
12.0,73.373
17.0,73.967
37.0,73.254
65.0,70.372
348.0,68.461
1004.0,67.783
1203.0,68.589
1421.0,69.711
1667.0,71.085
1414.0,72.109
1499.0,72.456
2151.0,72.948
1848.0,72.85
1177.0,71.716
1095.0,69.881
1047.0,67.007
1072.0,62.59
1100.0,19.727
1025.0,22.774
1019.0,23.469
1012.0,24.15
866.0,28.744
302.0,35.316
114.0,41.979
220.0,47.361
415.0,52.272
681.0,58.575
1208.0,63.494
1425.0,65.164
1466.0,65.486
1570.0,66.304
1634.0,67.988
1594.0,71.358
807.0,73.375
70.0,73.751
20.0,73.731
15.0,72.411
15.0,71.877
172.0,72.323
550.0,72.638
881.0,70.349
1021.0,66.495
1044.0,63.25
1061.0,62.195
1120.0,62.932
1633.0,64.637
2231.0,67.095
2441.0,68.762
2506.0,69.149
1767.0,69.34
1133.0,68.649
1065.0,66.015
1055.0,61.702
1041.0,56.892
1071.0,17.258
1087.0,20.203
1066.0,20.947
1050.0,21.497
1018.0,24.92
1001.0,30.921
959.0,37.602
754.0,43.045
107.0,47.995
175.0,54.306
199.0,59.018
774.0,61.311
1567.0,62.472
1513.0,64.239
1155.0,66.044
1032.0,69.674
1055.0,71.816
996.0,72.805
535.0,72.187
82.0,70.518
23.0,69.04
12.0,69.068
14.0,68.466
15.0,65.916
454.0,61.687
1029.0,57.755
1044.0,55.841
1059.0,55.603
1052.0,56.9
1047.0,59.578
1043.0,61.139
1044.0,61.087
1051.0,60.334
1080.0,58.535
1096.0,16.129
1096.0,19.32
1083.0,20.107
1066.0,20.282
1058.0,22.92
1018.0,28.422
1018.0,33.733
1055.0,38.518
1080.0,43.269
1076.0,48.077
1067.0,51.604
1059.0,53.483
1042.0,55.349
987.0,58.482
940.0,62.146
615.0,65.973
1032.0,68.505
759.0,68.573
127.0,67.942
493.0,65.071
1435.0,63.167
1063.0,62.804
1042.0,62.17
730.0,59.636
108.0,55.401
33.0,51.192
20.0,47.9
15.0,45.875
18.0,46.069
15.0,47.788
23.0,15.357
406.0,18.68
1007.0,19.722
1039.0,19.823
1033.0,21.947
1044.0,26.388
1037.0,30.523
1041.0,34.105
1038.0,37.233
1028.0,39.29
1027.0,41.472
1056.0,42.992
1072.0,45.554
1069.0,50.266
1069.0,55.373
1061.0,59.394
1064.0,61.677
1026.0,61.806
1013.0,60.869
1040.0,58.108
1065.0,54.882
1066.0,53.627
1058.0,52.466
1052.0,50.466
1059.0,47.394
1044.0,43.643
971.0,14.592
823.0,18.133
360.0,19.322
1012.0,19.417
530.0,21.218
54.0,24.975
204.0,27.971
1269.0,30.44
1202.0,31.283
810.0,31.815
115.0,32.767
48.0,34.043
35.0,36.153
26.0,40.693
21.0,45.298
29.0,48.936
26.0,49.675
444.0,48.601
986.0,47.822
1041.0,46.366
1051.0,44.427
1054.0,13.76
1039.0,17.173
1029.0,19.023
1047.0,19.553
1050.0,20.85
1056.0,23.498
1046.0,25.332
1040.0,26.447
1039.0,27.084
1047.0,13.166
1057.0,15.929
1056.0,18.523
1041.0,10.289
1036.0,12.997
1019.0,16.648
1052.0,20.288
1059.0,23.329
1064.0,24.189
1057.0,10.556
1052.0,12.66
1059.0,16.999
1061.0,22.135
1019.0,25.616
970.0,26.215
680.0,24.713
103.0,22.797
49.0,21.841
48.0,21.36
42.0,20.921
261.0,21.441
1347.0,23.334
1590.0,26.157
630.0,29.026
56.0,10.45
38.0,12.56
24.0,17.086
21.0,22.708
8.0,25.908
8.0,26.157
150.0,24.632
818.0,22.951
1038.0,22.992
1042.0,22.804
1050.0,22.951
1052.0,23.749
1054.0,26.135
1054.0,29.464
1059.0,32.934
1061.0,33.427
1057.0,31.151
1055.0,28.372
1059.0,26.443
1059.0,25.567
1063.0,24.712
1059.0,23.435
1062.0,21.856
1053.0,10.696
1039.0,13.01
1017.0,17.688
1047.0,23.067
1060.0,25.823
1065.0,25.554
1064.0,23.914
1057.0,23.001
1058.0,23.414
1053.0,23.41
1034.0,23.611
961.0,24.832
928.0,27.805
382.0,31.61
48.0,35.428
78.0,35.875
447.0,33.277
1222.0,30.303
1659.0,28.476
1806.0,27.528
1395.0,26.781
214.0,24.866
40.0,23.056
30.0,22.507
24.0,22.508
19.0,23.479
160.0,25.116
872.0,11.235
1021.0,14.641
1039.0,20.149
1057.0,25.315
1055.0,27.001
1062.0,25.801
1054.0,23.71
1056.0,23.069
1061.0,23.605
1058.0,24.194
1053.0,24.523
1061.0,26.115
1061.0,28.848
1056.0,33.147
1046.0,36.705
1063.0,37.028
1058.0,34.427
1034.0,31.803
1014.0,29.726
1038.0,28.942
1047.0,27.784
1054.0,26.032
1057.0,24.114
1055.0,23.716
1056.0,24.635
1060.0,27.002
1021.0,30.159
962.0,33.906
949.0,36.12
574.0,12.619
1112.0,17.367
876.0,24.224
251.0,29.576
73.0,30.186
314.0,28.151
1429.0,25.653
1854.0,24.998
749.0,25.908
61.0,26.214
37.0,27.043
25.0,28.754
18.0,32.473
7.0,36.735
254.0,40.178
842.0,40.147
1070.0,37.175
1073.0,34.736
1058.0,32.474
1054.0,31.529
1046.0,29.988
1056.0,28.107
1062.0,26.061
1058.0,25.931
1051.0,27.254
1064.0,29.745
1054.0,33.321
1007.0,38.129
1008.0,42.089
1023.0,43.913
1059.0,44.416
1040.0,13.798
1022.0,19.708
1033.0,27.542
1054.0,33.25
1029.0,34.956
1054.0,32.949
1051.0,30.053
1054.0,29.425
1053.0,30.789
1017.0,31.833
994.0,32.895
982.0,35.199
808.0,39.589
176.0,43.839
436.0,46.652
482.0,46.171
59.0,43.796
42.0,41.317
782.0,38.875
1366.0,36.636
829.0,34.038
144.0,31.293
47.0,28.948
23.0,28.617
13.0,30.226
3.0,32.696
105.0,36.55
709.0,41.641
1058.0,46.193
1061.0,49.477
1054.0,50.697
1052.0,50.466
1043.0,48.788
1045.0,14.358
1054.0,21.252
1058.0,30.189
1062.0,36.871
1066.0,38.749
1065.0,36.973
1048.0,34.716
1047.0,34.763
1051.0,37.027
1068.0,38.172
1053.0,39.657
1028.0,42.051
1033.0,46.334
1052.0,50.061
1069.0,51.716
1063.0,50.88
1048.0,49.48
1053.0,48.347
1056.0,46.114
1023.0,42.705
970.0,39.232
972.0,35.648
713.0,33.211
304.0,32.681
860.0,33.537
1050.0,35.808
523.0,39.868
56.0,44.842
750.0,49.833
1160.0,53.195
1010.0,54.919
817.0,54.919
185.0,54.497
46.0,53.469
23.0,52.376
3.0,14.911
424.0,22.702
1009.0,32.85
1048.0,40.734
1057.0,43.432
1050.0,42.153
1044.0,41.002
1051.0,42.236
1060.0,44.806
1057.0,45.574
1062.0,46.444
1055.0,49.01
1058.0,52.459
1064.0,54.566
1061.0,55.351
1064.0,54.432
1073.0,53.569
1052.0,53.098
1041.0,51.189
1046.0,47.281
1041.0,43.798
1057.0,40.9
1075.0,38.846
1068.0,38.089
1051.0,38.706
1047.0,40.8
1020.0,44.205
1001.0,48.849
948.0,53.426
920.0,56.495
508.0,58.251
74.0,58.992
64.0,59.072
71.0,58.871
97.0,59.039
692.0,57.478
1491.0,53.613
1389.0,15.61
1017.0,23.976
1014.0,36.423
1018.0,46.362
719.0,50.374
159.0,50.474
11.0,49.502
4.0,50.622
200.0,52.023
870.0,53.097
1030.0,53.889
1050.0,55.803
1051.0,58.272
1052.0,58.814
1049.0,58.142
1045.0,57.051
1048.0,56.277
1046.0,56.015
1038.0,53.653
1039.0,50.287
1053.0,47.828
1070.0,46.639
1068.0,46.148
1062.0,46.065
1054.0,46.28
1056.0,48.234
1049.0,50.611
1036.0,54.67
1049.0,58.404
1058.0,60.688
1052.0,62.08
1047.0,62.474
1061.0,62.647
1055.0,62.536
992.0,62.908
971.0,62.501
939.0,59.676
383.0,54.021
253.0,16.708
371.0,26.263
257.0,40.528
102.0,52.388
47.0,57.802
99.0,58.145
253.0,57.399
945.0,57.571
1646.0,58.759
1650.0,60.0
1609.0,60.153
1290.0,61.784
488.0,63.072
20.0,62.236
2.0,60.229
154.0,58.737
879.0,58.051
1034.0,57.49
1043.0,55.068
1034.0,52.321
1032.0,50.919
1039.0,52.383
1037.0,53.374
1040.0,53.595
1032.0,54.394
1042.0,55.644
1058.0,57.704
1101.0,60.829
1131.0,63.127
1105.0,64.671
1072.0,65.475
1067.0,66.183
1069.0,65.955
1052.0,65.949
1069.0,66.677
1078.0,66.394
1062.0,64.032
1049.0,59.749
1058.0,55.192
1059.0,18.435
988.0,28.869
957.0,43.656
723.0,56.412
239.0,62.315
35.0,62.747
21.0,61.715
38.0,61.789
45.0,63.149
47.0,63.884
53.0,64.301
64.0,65.658
66.0,66.324
379.0,64.814
1388.0,62.254
1311.0,60.707
1014.0,59.613
408.0,58.687
17.0,56.025
8.0,53.394
19.0,53.342
65.0,56.087
717.0,57.876
1021.0,58.698
1044.0,59.262
1039.0,60.209
1033.0,62.22
1032.0,64.471
1034.0,66.086
1043.0,67.159
1065.0,67.972
1272.0,68.649
2145.0,68.698
2474.0,68.507
2151.0,68.857
1348.0,68.849
1119.0,66.88
1084.0,63.661
1080.0,60.546
1091.0,56.572
1093.0,50.68
1066.0,20.511
1059.0,31.669
1063.0,46.604
1041.0,58.901
967.0,64.189
902.0,64.502
683.0,63.76
158.0,64.275
23.0,65.798
26.0,66.654
26.0,67.197
33.0,67.612
25.0,67.774
50.0,65.871
54.0,62.921
168.0,61.014
1130.0,60.678
1710.0,60.24
1285.0,57.962
426.0,55.426
28.0,55.588
20.0,58.717
38.0,60.296
36.0,60.893
2.0,61.784
19.0,63.107
368.0,64.708
750.0,66.212
998.0,67.138
1032.0,67.629
1046.0,68.552
1050.0,69.679
1054.0,70.21
1343.0,70.046
1631.0,70.08
1270.0,70.413
1614.0,69.053
2117.0,66.442
2353.0,64.123
2067.0,61.073
1589.0,56.681
1304.0,50.771
1209.0,22.96
1095.0,34.352
1016.0,48.659
1041.0,60.118
1008.0,65.166
958.0,65.249
969.0,65.286
565.0,66.128
70.0,67.796
32.0,69.014
29.0,69.332
34.0,69.427
40.0,68.957
32.0,66.775
63.0,64.018
221.0,62.638
1284.0,62.359
1556.0,62.484
1419.0,60.521
1140.0,57.946
976.0,57.791
947.0,60.47
1006.0,61.784
1019.0,62.325
918.0,63.317
635.0,64.934
325.0,66.593
143.0,67.329
77.0,67.605
222.0,68.287
795.0,68.779
1021.0,69.976
1038.0,70.773
964.0,70.697
1168.0,70.824
1720.0,71.079
1405.0,70.039
1386.0,68.63
1444.0,66.66
1402.0,63.934
1340.0,59.96
1669.0,55.481
2007.0,50.634
2423.0,25.322
2384.0,36.389
1270.0,49.523
993.0,60.398
962.0,65.504
993.0,66.559
835.0,66.731
481.0,67.325
10.0,68.649
28.0,69.967
35.0,70.367
46.0,70.381
41.0,70.306
24.0,68.877
361.0,66.853
1285.0,65.505
1100.0,65.468
1050.0,65.153
1040.0,63.142
1027.0,60.406
1028.0,59.887
1042.0,61.784
1040.0,62.928
1020.0,63.482
1011.0,64.323
1012.0,66.453
1028.0,67.644
1042.0,68.449
998.0,68.508
986.0,69.382
1010.0,69.902
1030.0,70.702
1031.0,71.187
1033.0,70.966
1046.0,70.957
1421.0,70.925
2339.0,70.802
2406.0,69.821
2009.0,68.693
1536.0,65.611
1387.0,61.359
1569.0,57.062
2152.0,52.958
2630.0,48.015
2107.0,27.323
1069.0,37.711
981.0,49.583
844.0,59.459
569.0,64.942
235.0,66.938
38.0,67.373
36.0,67.882
49.0,69.289
64.0,70.093
204.0,70.517
1223.0,71.107
1105.0,71.294
992.0,70.985
1009.0,69.455
1023.0,68.895
1024.0,68.926
989.0,67.958
1031.0,65.486
1030.0,62.863
964.0,62.065
921.0,63.682
924.0,64.945
930.0,65.302
947.0,65.78
960.0,67.492
1012.0,68.834
1038.0,69.009
1036.0,69.42
1043.0,70.371
1049.0,71.184
1047.0,72.157
1077.0,72.365
1134.0,71.953
1536.0,71.708
2174.0,71.89
2458.0,72.04
2400.0,71.668
1980.0,70.635
1319.0,67.875
1028.0,63.144
997.0,57.94
938.0,53.869
606.0,49.502
438.0,28.439
23.0,38.28
66.0,49.525
109.0,59.365
150.0,64.663
471.0,66.608
1471.0,67.296
1283.0,67.74
971.0,68.708
971.0,69.799
1017.0,70.82
1009.0,71.073
978.0,71.358
946.0,71.118
933.0,70.175
935.0,70.111
941.0,70.31
973.0,69.91
1005.0,68.085
1013.0,65.729
1005.0,65.048
974.0,66.82
961.0,67.444
940.0,67.191
962.0,67.559
983.0,68.421
1006.0,69.13
1023.0,69.685
1048.0,69.897
1058.0,70.669
1032.0,71.701
1037.0,73.12
1052.0,73.24
1011.0,73.021
979.0,72.938
1012.0,72.694
999.0,72.76
783.0,72.839
530.0,72.707
30.0,69.854
1665.0,64.812
1935.0,58.881
2129.0,54.238
2129.0,49.707
2013.0,44.918
1524.0,28.712
1086.0,38.338
1063.0,49.21
1024.0,58.85
1018.0,64.924
985.0,67.174
936.0,67.88
921.0,68.05
959.0,68.778
994.0,69.682
937.0,70.188
813.0,70.704
723.0,70.754
634.0,70.679
663.0,69.875
853.0,69.966
953.0,70.72
1015.0,71.243
1035.0,70.003
1019.0,68.753
1007.0,68.308
1029.0,69.475
1034.0,70.408
1057.0,69.663
1052.0,69.115
1010.0,69.351
902.0,69.791
724.0,70.1
682.0,69.997
400.0,70.944
10.0,71.931
1419.0,73.311
1354.0,73.829
1357.0,73.256
1395.0,72.945
1703.0,72.924
1377.0,72.874
1061.0,73.189
1060.0,73.478
1030.0,71.726
985.0,66.218
956.0,59.995
936.0,54.663
976.0,50.288
964.0,45.421
677.0,28.788
353.0,37.915
160.0,48.238
67.0,57.949
9.0,64.301
2.0,67.039
11.0,68.324
85.0,68.513
130.0,68.798
401.0,69.494
669.0,69.851
429.0,70.391
400.0,70.361
528.0,70.021
186.0,69.0
10.0,69.872
1341.0,71.273
1483.0,72.065
1728.0,71.768
1855.0,70.686
1293.0,70.078
1031.0,71.19
1006.0,71.607
963.0,71.006
947.0,70.056
937.0,70.15
985.0,70.365
943.0,70.312
647.0,70.127
187.0,70.951
12.0,71.94
37.0,73.355
110.0,73.6
179.0,73.122
48.0,72.916
128.0,72.887
531.0,72.639
419.0,73.219
544.0,73.535
159.0,72.473
27.0,68.123
20.0,61.398
9.0,55.535
2.0,50.087
7.0,45.43
12.0,27.867
1071.0,36.001
943.0,46.119
953.0,55.531
950.0,62.099
934.0,65.954
949.0,68.313
997.0,69.059
955.0,68.451
957.0,69.066
947.0,70.062
776.0,70.1
209.0,69.368
176.0,69.022
282.0,68.58
68.0,69.879
104.0,71.697
39.0,72.452
7.0,71.974
924.0,71.596
873.0,70.858
889.0,71.649
714.0,72.304
670.0,71.552
214.0,70.73
118.0,70.417
8.0,70.351
1.0,69.98
991.0,69.924
882.0,70.622
586.0,71.405
834.0,73.399
812.0,73.596
543.0,72.665
61.0,72.062
103.0,72.41
71.0,72.463
1020.0,72.363
980.0,73.091
924.0,72.18
917.0,68.236
919.0,61.852
930.0,55.622
957.0,49.895
992.0,45.48
983.0,27.463
836.0,34.962
562.0,43.67
611.0,52.521
241.0,60.218
296.0,65.283
303.0,68.452
86.0,69.897
1902.0,69.196
1448.0,69.441
1104.0,69.604
1045.0,69.864
1028.0,69.02
996.0,69.1
973.0,68.891
960.0,70.472
929.0,72.393
918.0,72.717
906.0,71.828
935.0,70.901
962.0,70.11
1002.0,71.292
979.0,71.981
866.0,71.656
560.0,70.628
368.0,70.442
394.0,70.143
357.0,69.996
579.0,69.681
399.0,70.536
204.0,71.863
5.0,73.24
6.0,73.747
1898.0,72.582
1371.0,72.056
1098.0,72.077
1054.0,71.783
1074.0,71.642
1067.0,72.486
1048.0,71.517
988.0,68.085
994.0,61.784
995.0,55.507
1002.0,49.318
1006.0,44.967
948.0,28.124
896.0,34.491
896.0,42.004
888.0,49.11
